gene_id	gene_name	geneID	gene_id2	geneType	NTC	Lipo	PEI	ExFect	Infect	Elec
ENSG00000214021	TTLL3	26140	ENSG00000214021.17	protein_coding	34.29627778	40.52834661	27.95726816	21.76451147	36.26260852	27.25781562
ENSG00000156990	RPUSD3	285367	ENSG00000156990.14	protein_coding	36.56202235	37.76324854	37.15310849	27.55885329	38.70888626	34.52837779
ENSG00000187288	CIDEC	63924	ENSG00000187288.12	protein_coding	0.027703703	0.046657607	0.030693947	0.013290059	0.025891803	0
ENSG00000171135	JAGN1	84522	ENSG00000171135.15	protein_coding	23.35647704	19.40743673	21.81072667	21.75429802	21.21050368	21.55485117
ENSG00000163701	IL17RE	132014	ENSG00000163701.19	protein_coding	0.715598184	0.778215596	0.606923905	1.207638789	0.654813487	0.504315089
ENSG00000163702	IL17RC	84818	ENSG00000163702.21	protein_coding	1.760211737	1.737385581	1.617801133	0.789544395	2.050715576	1.041916253
ENSG00000163703	CRELD1	78987	ENSG00000163703.20	protein_coding	4.375123846	5.943134337	3.933064446	3.046934323	4.538427409	2.6391914
ENSG00000163704	PRRT3	285368	ENSG00000163704.12	protein_coding	2.825682755	1.875796738	2.261182265	2.606260328	2.644695278	3.010078267
ENSG00000230082	PRRT3-AS1	100874032	ENSG00000230082.1	lncRNA	0.143291253	0.129111854	0.147544351	0.320567847	0.174832634	0.220674137
ENSG00000125037	EMC3	55831	ENSG00000125037.13	protein_coding	12.28379604	12.76756467	13.83433912	16.1772966	10.91530573	12.13793428
ENSG00000144554	FANCD2	2177	ENSG00000144554.13	protein_coding	75.34562759	84.95569445	73.71624359	64.38013394	75.49589824	67.72813033
ENSG00000163705	FANCD2OS	115795	ENSG00000163705.13	protein_coding	0.099285007	0.074102882	0.077553315	0.03055562	0.048348948	0
ENSG00000254999	BRK1	55845	ENSG00000254999.4	protein_coding	329.9894828	327.9863255	326.7432634	228.8618728	276.4869186	261.6036998
ENSG00000134086	VHL	7428	ENSG00000134086.9	protein_coding	165.3307953	199.2841524	156.6811172	122.9249293	150.8881478	135.6987682
ENSG00000134070	IRAK2	3656	ENSG00000134070.5	protein_coding	2.463438114	3.070812823	3.173634848	3.091838529	3.648735617	2.663345119
ENSG00000157014	TATDN2	9797	ENSG00000157014.11	protein_coding	10.21348484	7.967843027	9.385446841	10.50082769	10.55989049	14.01055315
ENSG00000231177	LINC00852	84657	ENSG00000231177.4	lncRNA	1.980573401	1.868085548	1.658649434	3.974130927	2.719453478	3.351332176
ENSG00000157017	GHRL	51738	ENSG00000157017.16	protein_coding	0.084305944	0.052677929	0.072722546	0.129051244	0.047857763	0.041583191
ENSG00000240288	GHRLOS	100126793	ENSG00000240288.8	lncRNA	0.918177866	0.801027992	0.634471501	1.388117414	0.778642574	0.850963788
ENSG00000157020	SEC13	6396	ENSG00000157020.18	protein_coding	64.51902001	98.50822491	85.92054742	82.48369308	63.74823843	69.25504989
ENSG00000157087	ATP2B2	491	ENSG00000157087.20	protein_coding	0.177315586	0.107853094	0.369784477	0.102041548	0.210345452	0.022763047
ENSG00000236999	ATP2B2-IT1	100874324	ENSG00000236999.1	lncRNA	0	0	0	0	0	0
ENSG00000224771	ATP2B2-IT2	100874325	ENSG00000224771.2	lncRNA	0	0	0	0	0	0
ENSG00000226567	LINC00606	285370	ENSG00000226567.2	lncRNA	0	0	0	0	0	0
ENSG00000132164	SLC6A11	6538	ENSG00000132164.10	protein_coding	2.531757108	2.624907539	2.31481027	2.868231514	3.152451513	2.874357196
ENSG00000157103	SLC6A1	6529	ENSG00000157103.13	protein_coding	1.100421582	1.428182585	1.238780088	0.212018795	1.782461969	0.304694275
ENSG00000232287	SLC6A1-AS1	100874090	ENSG00000232287.2	lncRNA	0	0	0.010409531	0	0	0
ENSG00000196639	HRH1	3269	ENSG00000196639.7	protein_coding	0.077045287	0.082610235	0.141024573	0.029711309	0.159134544	0.052846709
ENSG00000197548	ATG7	10533	ENSG00000197548.13	protein_coding	9.16135801	9.255607237	10.75999957	9.626289308	7.464479743	8.405420677
ENSG00000144560	VGLL4	9686	ENSG00000144560.16	protein_coding	78.43990121	72.38954963	75.57264966	78.07323291	81.87862275	70.37478633
ENSG00000144559	TAMM41	132001	ENSG00000144559.11	protein_coding	10.57798443	11.81372891	9.973229673	11.62229043	8.962954912	11.09930081
ENSG00000157152	SYN2	6854	ENSG00000157152.17	protein_coding	2.456494651	3.151600094	2.58589542	2.002602391	3.779428207	1.988497075
ENSG00000157150	TIMP4	7079	ENSG00000157150.5	protein_coding	0.11162629	0.084200907	0.210920053	0.061646588	0.044340777	0.085373413
ENSG00000132170	PPARG	5468	ENSG00000132170.24	protein_coding	13.32866701	16.47338259	16.51855724	10.13009779	15.2521641	11.66004103
ENSG00000154743	TSEN2	80746	ENSG00000154743.19	protein_coding	24.777383	18.67368206	19.09881346	23.3721993	19.00965223	22.47645381
ENSG00000225526	MKRN2OS	100129480	ENSG00000225526.6	protein_coding	0.018930276	0.009708138	0.015919176	0.072029101	0.038027721	0.009809383
ENSG00000075975	MKRN2	23609	ENSG00000075975.17	protein_coding	15.7861144	18.14147354	19.40516079	15.50628752	16.01664582	14.60345134
ENSG00000132155	RAF1	5894	ENSG00000132155.14	protein_coding	130.3197745	133.6988442	133.1367769	147.668197	130.6144063	146.8379977
ENSG00000088726	TMEM40	55287	ENSG00000088726.16	protein_coding	0	0.053460421	0.237892539	0.159855365	0.045201822	0
ENSG00000144712	CAND2	23066	ENSG00000144712.13	protein_coding	29.40464809	26.10895934	23.66475537	23.58426158	37.88741709	28.75793281
ENSG00000144713	RPL32	6161	ENSG00000144713.13	protein_coding	813.6320313	940.3291551	987.2893497	669.5368751	735.07537	574.858424
ENSG00000232746	LINC02022	105376955	ENSG00000232746.1	lncRNA	0	0	0	0.053444522	0	0
ENSG00000144711	IQSEC1	9922	ENSG00000144711.16	protein_coding	22.31093433	21.35121623	16.6665881	24.30894488	31.27039011	26.60191318
ENSG00000132182	NUP210	23225	ENSG00000132182.13	protein_coding	99.50438031	95.94322135	89.4116106	105.2526254	107.1180857	123.0578346
ENSG00000244502	HDAC11-AS1	100874101	ENSG00000244502.2	lncRNA	0.033457241	0.031586263	0.067940663	0.013410692	0.055742962	0.050977357
ENSG00000163517	HDAC11	79885	ENSG00000163517.15	protein_coding	9.163111134	10.0425476	9.728447523	6.418562672	12.02016507	7.051439252
ENSG00000163520	FBLN2	2199	ENSG00000163520.14	protein_coding	1.500877233	1.596453686	1.240703598	0.513230774	2.605894375	1.311827992
ENSG00000224514	LINC00620	285375	ENSG00000224514.3	lncRNA	0.053492972	0.134454403	0.059502885	0.055783642	0.064783618	0.010788113
ENSG00000154764	WNT7A	7476	ENSG00000154764.6	protein_coding	0.023185868	0.080296867	0.104354919	0	0.060100333	0.044321886
ENSG00000163528	CHCHD4	131474	ENSG00000163528.13	protein_coding	25.28862489	24.02611319	27.52793012	23.03958626	21.3657798	22.76559168
ENSG00000170876	TMEM43	79188	ENSG00000170876.8	protein_coding	38.34546087	37.62308016	36.61626209	46.82767908	44.16575207	41.91764333
ENSG00000228242	XPC-AS1	107986063	ENSG00000228242.6	lncRNA	0.135327858	0.351263219	0.340831885	0.729930809	0.272107324	0.166246363
ENSG00000154767	XPC	7508	ENSG00000154767.15	protein_coding	43.419502	52.53408335	69.98437117	47.43738379	48.67114195	37.53075604
ENSG00000170860	LSM3	27258	ENSG00000170860.4	protein_coding	57.43959266	48.03572042	59.62412046	70.96397685	51.32130639	56.2970687
ENSG00000251576	LINC01267	101927565	ENSG00000251576.1	lncRNA	0.010666579	0.017493749	0.054988383	0	0.006759916	0
ENSG00000131389	SLC6A6	6533	ENSG00000131389.18	protein_coding	22.7061179	23.06121825	18.42742677	16.38421045	28.16640126	23.07476233
ENSG00000144596	GRIP2	80852	ENSG00000144596.13	protein_coding	5.588213671	10.22394475	12.1381303	3.380668155	8.95050206	2.469020729
ENSG00000235629	LINC02922	121832816	ENSG00000235629.1	lncRNA	0.1316152	0	0.067876046	0.272038308	0.110421904	0.12713642
ENSG00000154781	CCDC174	51244	ENSG00000154781.17	protein_coding	5.724680804	8.83175382	9.828101556	7.107026964	5.07593756	4.764923122
ENSG00000131379	C3orf20	84077	ENSG00000131379.10	protein_coding	0.178524801	0.208857506	0.528726854	0.785931136	0.221566294	0.237401843
ENSG00000260902	LINC02011	152274	ENSG00000260902.1	lncRNA	0	0	0	0	0	0
ENSG00000154783	FGD5	152273	ENSG00000154783.12	protein_coding	0.897062055	0.909292679	1.456438335	1.059975704	2.296624341	0.824523869
ENSG00000225733	FGD5-AS1	100505641	ENSG00000225733.8	lncRNA	105.1886344	112.5846544	105.9851182	107.0463463	117.4088676	118.1127092
ENSG00000177463	NR2C2	7182	ENSG00000177463.16	protein_coding	32.0157259	43.15620072	36.4054269	34.38714854	38.36176463	30.0773857
ENSG00000131368	MRPS25	64432	ENSG00000131368.9	protein_coding	56.35659596	49.17556359	40.606771	57.43621286	49.28672233	60.97759786
ENSG00000131381	RBSN	64145	ENSG00000131381.12	protein_coding	19.17295545	23.33804771	24.03045547	20.53197102	22.25122159	18.49519313
ENSG00000131375	CAPN7	23473	ENSG00000131375.10	protein_coding	38.93302629	36.75970383	43.49142868	45.48565861	36.40258556	36.81420493
ENSG00000224660	SH3BP5-AS1	100505696	ENSG00000224660.2	lncRNA	4.049416698	2.596567271	2.686461117	7.122898633	3.195613986	4.290890809
ENSG00000131370	SH3BP5	9467	ENSG00000131370.16	protein_coding	27.3132064	29.34051643	32.02831057	21.05615671	31.05878817	23.90803192
ENSG00000206562	METTL6	131965	ENSG00000206562.12	protein_coding	36.52959513	41.18528268	45.00816049	42.05679196	31.55079179	38.96846079
ENSG00000144597	EAF1	85403	ENSG00000144597.14	protein_coding	29.94077707	38.65761687	40.22410018	46.52520824	36.09968225	38.48345075
ENSG00000249786	EAF1-AS1	100873956	ENSG00000249786.7	lncRNA	0.049953354	0.050119291	0.067766651	0.145775285	0.052619317	0.036763923
ENSG00000206561	COLQ	8292	ENSG00000206561.14	protein_coding	4.40422406	4.866435993	4.439999709	4.408943329	2.772188907	3.742826748
ENSG00000131373	HACL1	26061	ENSG00000131373.15	protein_coding	27.74923034	21.62740856	21.74501271	26.01990225	23.57423448	25.75330594
ENSG00000169814	BTD	686	ENSG00000169814.17	protein_coding	4.168763825	3.050689607	3.401476503	3.786587034	3.823058552	4.176837005
ENSG00000206560	ANKRD28	23243	ENSG00000206560.12	protein_coding	24.88378771	22.77320119	26.6382953	25.62640731	20.17038587	26.55530399
ENSG00000131386	GALNT15	117248	ENSG00000131386.20	protein_coding	0.061197134	0.075575071	0.107683915	0.124502828	0.040400079	0.081483843
ENSG00000154813	DPH3	285381	ENSG00000154813.10	protein_coding	18.81496866	18.48116339	21.18988873	21.88334617	14.96305227	17.5458004
ENSG00000154814	OXNAD1	92106	ENSG00000154814.14	protein_coding	5.392699145	4.794090794	5.961815677	6.198718259	3.600984332	5.367976204
ENSG00000131378	RFTN1	23180	ENSG00000131378.14	protein_coding	6.483155272	5.762236554	6.169906498	4.884797057	8.334260937	6.286378081
ENSG00000233570	LINC00690	100996597	ENSG00000233570.2	lncRNA	0	0.004864023	0.004755499	0	0	0
ENSG00000092345	DAZL	1618	ENSG00000092345.14	protein_coding	0	0.04198952	0.117094615	0	0.030038688	0
ENSG00000154822	PLCL2	23228	ENSG00000154822.18	protein_coding	15.69136099	17.51035219	28.54768748	18.21585409	14.74480803	16.24442655
ENSG00000226441	PLCL2-AS1	100874003	ENSG00000226441.2	lncRNA	0	0.033247021	0.059642472	0.040802743	0.023784433	0
ENSG00000131374	TBC1D5	9779	ENSG00000131374.15	protein_coding	16.08686043	23.60041875	22.74603358	15.95850169	18.69070818	14.11443832
ENSG00000274840	BALR6	339862	ENSG00000274840.4	lncRNA	0.058139365	0.103747532	0.179596348	0.072073832	0.071973781	0.041903766
ENSG00000182568	SATB1	6304	ENSG00000182568.18	protein_coding	7.987647168	8.55505921	8.647912082	7.312004848	9.031453507	7.290399297
ENSG00000228956	SATB1-AS1	101927777	ENSG00000228956.9	lncRNA	0.339912751	0.341993306	0.438792548	0.255136173	0.297242943	0.292873988
ENSG00000183960	KCNH8	131096	ENSG00000183960.9	protein_coding	0.020046308	0.008729665	0.080988118	0.039747834	0	0.02012107
ENSG00000163576	EFHB	151651	ENSG00000163576.18	protein_coding	0.078407006	0.057966958	0.143745777	0.090772661	0.042741368	0.03657722
ENSG00000144566	RAB5A	5868	ENSG00000144566.11	protein_coding	26.92110491	35.8900921	41.13352389	37.68276507	27.5271112	26.34704493
ENSG00000183977	PP2D1	151649	ENSG00000183977.14	protein_coding	0	0	0.016395287	0.006574929	0	0
ENSG00000114166	KAT2B	8850	ENSG00000114166.8	protein_coding	55.69598437	53.1583152	59.2090137	48.47272811	62.81426887	53.69487426
ENSG00000129810	SGO1	151648	ENSG00000129810.15	protein_coding	8.34586824	8.694203397	10.39480837	9.88645396	9.203497626	7.87687723
ENSG00000231304	SGO1-AS1	100874028	ENSG00000231304.2	lncRNA	0.263880598	0.200497881	0.322045144	0.285540167	0.159870633	0.213642196
ENSG00000151789	ZNF385D	79750	ENSG00000151789.12	protein_coding	0	0	0	0	0	0
ENSG00000225542	ZNF385D-AS1	100874216	ENSG00000225542.2	lncRNA	0	0	0	0	0	0
ENSG00000223351	ZNF385D-AS2	100874221	ENSG00000223351.5	lncRNA	0	0	0	0	0	0
ENSG00000233153	UBE2E2-DT	100505877	ENSG00000233153.6	lncRNA	0.005890148	0.005335688	0.005127696	0	0.019391405	0.004791292
ENSG00000182247	UBE2E2	7325	ENSG00000182247.10	protein_coding	15.20623475	16.98456114	16.73079871	13.22976251	17.83754903	14.03995433
ENSG00000223791	UBE2E1-AS1	100874092	ENSG00000223791.1	lncRNA	0.086429679	0.036055767	0.078887654	0.041396781	0.064333925	0.072127031
ENSG00000170142	UBE2E1	7324	ENSG00000170142.12	protein_coding	176.7539795	149.5450693	172.319764	143.2473092	132.0972217	153.2789695
ENSG00000197885	NKIRAS1	28512	ENSG00000197885.11	protein_coding	3.663955972	4.359500317	4.633817499	4.471406407	3.539635827	3.372534276
ENSG00000174748	RPL15	6138	ENSG00000174748.22	protein_coding	2568.940654	2645.174009	2647.401383	1833.673338	2181.770043	1975.398531
ENSG00000174738	NR1D2	9975	ENSG00000174738.13	protein_coding	18.18583361	23.24541272	25.1107224	22.19035521	19.7392893	17.1302983
ENSG00000224074	LINC00691	152024	ENSG00000224074.3	lncRNA	0	0	0.00649396	0	0	0.010923423
ENSG00000151090	THRB	7068	ENSG00000151090.20	protein_coding	8.169215037	8.480804482	9.351042948	7.654906853	8.375899336	8.373936595
ENSG00000224822	THRB-IT1	100874274	ENSG00000224822.1	lncRNA	0	0	0	0.07714785	0.037383626	0.008812058
ENSG00000228791	THRB-AS1	644990	ENSG00000228791.8	lncRNA	0.077010299	0.061336	0.049376149	0.016647543	0.064880021	0.030447832
ENSG00000077092	RARB	5915	ENSG00000077092.20	protein_coding	13.64987266	13.63959658	15.23785187	7.467857973	13.7792061	8.761733187
ENSG00000077097	TOP2B	7155	ENSG00000077097.17	protein_coding	815.6145389	695.1940711	719.240886	705.096554	737.572135	753.8283354
ENSG00000151092	NGLY1	55768	ENSG00000151092.18	protein_coding	11.43433803	12.35237964	13.92946022	10.23549703	10.69990307	8.705667256
ENSG00000151093	OXSM	54995	ENSG00000151093.8	protein_coding	11.16551759	8.490954946	10.07110247	8.665453367	7.460608121	9.059937055
ENSG00000230891	LINC00692	285326	ENSG00000230891.7	lncRNA	0	0	0	0	0	0
ENSG00000225386	LRRC3B-AS1	105377003	ENSG00000225386.2	lncRNA	0	0	0	0	0	0
ENSG00000179796	LRRC3B	116135	ENSG00000179796.13	protein_coding	0	0.012914819	0	0	0	0
ENSG00000163491	NEK10	152110	ENSG00000163491.17	protein_coding	0.796202925	0.710359253	0.773778112	0.998047562	0.804445268	0.796190143
ENSG00000033867	SLC4A7	9497	ENSG00000033867.17	protein_coding	21.96935179	23.29419766	23.99281274	18.30227159	20.46117023	19.17604664
ENSG00000272282	LINC02084	105377006	ENSG00000272282.1	lncRNA	0.052999419	0.037122233	0.066614214	0.03615168	0.069096563	0.026299651
ENSG00000163508	EOMES	8320	ENSG00000163508.13	protein_coding	1.974951958	1.236995986	1.970450171	2.292097136	2.112824125	2.011214384
ENSG00000225548	LINC01980	105377007	ENSG00000225548.7	lncRNA	0.527366229	0.856760301	1.050811134	0.497466267	0.501444047	0.338301976
ENSG00000229243	LINC01981	100996624	ENSG00000229243.2	lncRNA	0.015791989	0.006598371	0.002996574	0.008303455	0	0
ENSG00000235493	LINC01967	107986041	ENSG00000235493.2	lncRNA	1.107346746	1.096788793	1.114854115	0.90414403	0.919891318	0.963848534
ENSG00000187118	CMC1	152100	ENSG00000187118.14	protein_coding	20.8016465	28.29901594	31.48331085	15.27960712	15.73694548	10.28621447
ENSG00000163512	AZI2	64343	ENSG00000163512.14	protein_coding	21.45223138	24.74563543	24.73378279	26.00171263	16.61207913	17.56124267
ENSG00000206559	ZCWPW2	152098	ENSG00000206559.8	protein_coding	0.736962872	0.913322985	0.906982429	1.049142756	0.519179818	0.746958594
ENSG00000144642	RBMS3	27303	ENSG00000144642.22	protein_coding	0.875558375	1.390845965	2.244161729	0.704022388	1.059793758	0.56768241
ENSG00000235904	RBMS3-AS3	100873979	ENSG00000235904.3	lncRNA	0.074240973	0.035959406	0.028338029	0.045044377	0.033931885	0.029797416
ENSG00000203506	RBMS3-AS2	100873978	ENSG00000203506.5	lncRNA	0	0	0	0	0	0.007719486
ENSG00000235593	RBMS3-AS1	100873977	ENSG00000235593.1	lncRNA	0	0	0	0	0	0
ENSG00000227260	LINC01985	101928015	ENSG00000227260.2	lncRNA	0	0	0	0	0	0
ENSG00000163513	TGFBR2	7048	ENSG00000163513.19	protein_coding	5.228067425	4.378003579	4.411234209	3.171059683	5.150549557	4.60095277
ENSG00000144644	GADL1	339896	ENSG00000144644.15	protein_coding	0	0	0.015096952	0.00476522	0	0
ENSG00000163527	STT3B	201595	ENSG00000163527.10	protein_coding	101.6645914	95.99737341	100.4866116	99.31395921	80.80865822	104.0647867
ENSG00000144645	OSBPL10	114884	ENSG00000144645.16	protein_coding	7.354295355	9.358694804	8.649458434	6.039735413	9.37602255	6.902317563
ENSG00000232490	OSBPL10-AS1	100874206	ENSG00000232490.6	lncRNA	0	0	0	0	0	0.014529904
ENSG00000197385	ZNF860	344787	ENSG00000197385.6	protein_coding	0.089649717	0.088444048	0.069419243	0.062946432	0.076162858	0.105182805
ENSG00000152642	GPD1L	23171	ENSG00000152642.11	protein_coding	34.14572026	32.89760058	32.22904365	23.46228901	29.71193589	30.47441019
ENSG00000170293	CMTM8	152189	ENSG00000170293.9	protein_coding	8.506939657	8.810554382	7.959087243	6.155048696	7.994650546	7.016699395
ENSG00000153551	CMTM7	112616	ENSG00000153551.14	protein_coding	41.50434968	38.21185925	35.23061418	42.61920787	45.35078808	44.03359118
ENSG00000091317	CMTM6	54918	ENSG00000091317.8	protein_coding	27.03293027	19.02422045	23.10997128	23.3283261	20.54735438	28.16626351
ENSG00000144635	DYNC1LI1	51143	ENSG00000144635.9	protein_coding	27.80748493	23.99754854	27.22502138	34.22106799	24.06487971	31.738575
ENSG00000182973	CNOT10	25904	ENSG00000182973.20	protein_coding	67.32629404	76.44472399	97.55440582	79.01856459	62.34306168	66.51580629
ENSG00000251224	CNOT10-AS1	100874109	ENSG00000251224.1	lncRNA	0	0.048982468	0.021019017	0.030940503	0	0
ENSG00000206557	TRIM71	131405	ENSG00000206557.6	protein_coding	11.57236522	10.26506446	9.497750266	11.60846409	12.54426847	12.87432617
ENSG00000183813	CCR4	1233	ENSG00000183813.7	protein_coding	0.034440751	0.036057592	0.029408263	0.197260898	0.024138284	0.053741454
ENSG00000170266	GLB1	2720	ENSG00000170266.16	protein_coding	98.26300816	92.41176474	84.67517499	103.1460968	114.7112613	123.2674035
ENSG00000188167	TMPPE	643853	ENSG00000188167.9	protein_coding	1.122169387	0.916361881	0.938041337	2.595524564	0.97678703	2.053627882
ENSG00000170275	CRTAP	10491	ENSG00000170275.15	protein_coding	403.5623742	454.16464	408.7509617	345.9605309	457.8677264	415.9157961
ENSG00000173705	SUSD5	26032	ENSG00000173705.9	protein_coding	4.102189128	3.368940304	4.57458801	5.264205957	3.799060075	5.035986334
ENSG00000153558	FBXL2	25827	ENSG00000153558.16	protein_coding	9.273257412	12.33445719	10.43246878	7.267370926	10.60779896	7.725461668
ENSG00000153560	UBP1	7342	ENSG00000153560.12	protein_coding	185.8445707	160.283061	168.3413865	235.3773704	174.6299493	219.0238867
ENSG00000163539	CLASP2	23122	ENSG00000163539.18	protein_coding	56.8649291	51.13561478	51.54661506	55.48720763	46.43747694	54.15458812
ENSG00000271643	PDCD6IP-DT	105377023	ENSG00000271643.2	lncRNA	6.920503265	2.501843327	4.069153525	8.748821774	4.139438849	9.969488297
ENSG00000170248	PDCD6IP	10015	ENSG00000170248.15	protein_coding	152.4314875	139.7499647	149.6490625	157.4918701	149.2750038	160.4825767
ENSG00000226320	LINC01811	101928114	ENSG00000226320.6	lncRNA	0	0	0	0	0.006251033	0
ENSG00000172995	ARPP21	10777	ENSG00000172995.17	protein_coding	0	0	0	0	0	0
ENSG00000230830	ARPP21-AS1	100874098	ENSG00000230830.1	lncRNA	0	0	0	0	0	0
ENSG00000144681	STAC	6769	ENSG00000144681.11	protein_coding	0	0	0.103012827	0	0.009720594	0
ENSG00000163673	DCLK3	85443	ENSG00000163673.8	protein_coding	0.018615136	0.003989244	0.011530391	0.018455053	0.01854004	0.002880028
ENSG00000279727	LINC02033	105377031	ENSG00000279727.1	lncRNA	0	0	0	0	0	0
ENSG00000168016	TRANK1	9881	ENSG00000168016.15	protein_coding	0.025197275	0.019253751	0.017269838	0.019826655	0.0170544	0.002836074
ENSG00000178567	EPM2AIP1	9852	ENSG00000178567.8	protein_coding	0	0	0.020797906	0.315786588	0	0
ENSG00000076242	MLH1	4292	ENSG00000076242.16	protein_coding	0	0	0.053065452	0.016417753	0	0.012297807
ENSG00000093167	LRRFIP2	9209	ENSG00000093167.18	protein_coding	69.94735857	70.36222481	76.86107635	81.48662704	70.26326344	66.89824578
ENSG00000270194	GOLGA4-AS1	152048	ENSG00000270194.2	lncRNA	2.787061957	2.19355167	3.626198124	3.480801117	2.425282559	2.87928768
ENSG00000144674	GOLGA4	2803	ENSG00000144674.18	protein_coding	122.1304245	127.5035909	143.6808809	169.2207853	111.4805078	121.2518005
ENSG00000198590	APRG1	339883	ENSG00000198590.12	lncRNA	1.553775793	2.36233925	1.849502552	1.419249463	1.637075665	0.851596699
ENSG00000144668	ITGA9	3680	ENSG00000144668.12	protein_coding	5.840299731	7.872553642	11.3810292	5.628458865	8.835110972	4.492047852
ENSG00000235257	ITGA9-AS1	101928153	ENSG00000235257.11	lncRNA	1.033048177	1.44841014	1.51441558	0.631356261	1.497043067	0.853337421
ENSG00000144677	CTDSPL	10217	ENSG00000144677.15	protein_coding	10.23691607	9.004385398	8.051518284	8.256910155	10.72369134	10.72157499
ENSG00000136059	VILL	50853	ENSG00000136059.16	protein_coding	5.837919696	5.088524899	4.334715537	4.917977741	4.625382328	4.432653962
ENSG00000187091	PLCD1	5333	ENSG00000187091.14	protein_coding	11.61399713	16.72585391	15.82982543	6.435328254	16.82482711	8.175398533
ENSG00000008226	DLEC1	9940	ENSG00000008226.20	protein_coding	0.176860123	0.526683939	0.560096409	0.347107287	0.344592129	0.155047869
ENSG00000060971	ACAA1	30	ENSG00000060971.19	protein_coding	22.80221987	19.46146333	19.96710969	18.84198311	17.34338057	22.62076571
ENSG00000172936	MYD88	4615	ENSG00000172936.17	protein_coding	2.781880411	1.858088385	2.317913925	3.589195556	3.05514489	3.944798893
ENSG00000172939	OXSR1	9943	ENSG00000172939.9	protein_coding	68.73044071	62.60275477	65.70725027	65.55539775	63.59208016	68.19875144
ENSG00000172940	SLC22A13	9390	ENSG00000172940.13	protein_coding	0.801260362	0.728729871	0.306997953	1.333776969	0.409435611	0.501966167
ENSG00000144671	SLC22A14	9389	ENSG00000144671.11	protein_coding	0.051202554	0.046062438	0.049819083	0.13576217	0.07811911	0.02007677
ENSG00000093217	XYLB	9942	ENSG00000093217.11	protein_coding	6.071698288	4.218488056	4.785306847	7.66504413	5.399323718	8.055532857
ENSG00000229589	ACVR2B-AS1	100128640	ENSG00000229589.1	lncRNA	0.712838153	0.693967456	0.788749575	0.813397378	1.13415444	1.2002722
ENSG00000114739	ACVR2B	93	ENSG00000114739.14	protein_coding	47.92238571	49.93747278	47.66565027	45.14006705	46.81257879	45.93391286
ENSG00000157036	EXOG	9941	ENSG00000157036.13	protein_coding	9.042555549	5.251140103	5.218385758	8.607024907	5.77957195	10.46441678
ENSG00000183873	SCN5A	6331	ENSG00000183873.18	protein_coding	1.719380768	1.578629653	1.528943151	1.53190238	2.569269885	1.86860415
ENSG00000185313	SCN10A	6336	ENSG00000185313.9	protein_coding	0	0	0	0	0	0
ENSG00000168356	SCN11A	11280	ENSG00000168356.13	protein_coding	0.726697769	0.815140877	1.024323103	1.681599818	0.802487365	0.866871953
ENSG00000114742	WDR48	57599	ENSG00000114742.14	protein_coding	38.57188431	35.84745246	38.4097998	38.93163485	36.99571947	38.47842449
ENSG00000114745	GORASP1	64689	ENSG00000114745.15	protein_coding	26.89791538	27.97554722	27.66820228	25.06747617	29.44957926	29.08513436
ENSG00000168026	TTC21A	199223	ENSG00000168026.19	protein_coding	1.968324798	3.147057071	2.636289672	1.836416422	2.479361677	1.176205238
ENSG00000144655	CSRNP1	64651	ENSG00000144655.15	protein_coding	3.29240498	6.470964618	7.991400998	4.880220751	4.171198367	2.069522887
ENSG00000168334	XIRP1	165904	ENSG00000168334.9	protein_coding	0.09923387	0.067300747	0.066108501	0.060310515	0.040630521	0.062078557
ENSG00000168329	CX3CR1	1524	ENSG00000168329.14	protein_coding	0.064881711	0.131135021	0.302745253	0.4109212	0.079912477	0.041914714
ENSG00000179934	CCR8	1237	ENSG00000179934.7	protein_coding	0	0	0	0	0	0
ENSG00000144659	SLC25A38	54977	ENSG00000144659.13	protein_coding	14.04420049	14.74604893	15.79556722	16.60241434	13.4251369	15.48698216
ENSG00000168028	RPSA	3921	ENSG00000168028.15	protein_coding	3282.067343	3424.493335	3639.195895	2524.149636	2662.378919	2498.722718
ENSG00000168314	MOBP	4336	ENSG00000168314.19	protein_coding	0.105260457	0.072369038	0.26466253	1.085047108	0.167203293	0.048007974
ENSG00000170011	MYRIP	25924	ENSG00000170011.14	protein_coding	0.42141389	0.421149233	0.856331107	0.327996867	0.244992714	0.348392844
ENSG00000280739	EIF1B-AS1	440952	ENSG00000280739.5	lncRNA	2.859001204	3.072236858	3.047656718	3.168111743	2.593572782	1.96203759
ENSG00000114784	EIF1B	10289	ENSG00000114784.4	protein_coding	59.84969844	94.42428857	81.90940124	67.35766007	68.92510629	49.30859073
ENSG00000223797	ENTPD3-AS1	285266	ENSG00000223797.8	lncRNA	2.800227053	3.708214819	4.267494467	2.097105732	3.424631467	1.739266084
ENSG00000168032	ENTPD3	956	ENSG00000168032.10	protein_coding	0.004276743	0.019636276	0.038444892	0.069607609	0.016165118	0.0081477
ENSG00000188846	RPL14	9045	ENSG00000188846.14	protein_coding	302.6548544	297.2214018	300.7150466	253.4529742	303.7671179	240.5645947
ENSG00000177873	ZNF619	285267	ENSG00000177873.14	protein_coding	7.318477325	7.293356623	7.700908287	7.322695628	6.095158405	6.568461187
ENSG00000177842	ZNF620	253639	ENSG00000177842.12	protein_coding	38.07211095	37.97412246	43.86652569	47.67865719	33.29478218	38.84556484
